c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
6.895542706252828,0.014855555259446339,-1.4981208785379145,12.255746326889575,15.162360541682855,-4.372659936363858,-6.561782374055823,-29.736497752905496,-3.6842889964994674,6.539150639444447,6.612123871723445
