train set,train set size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
gov,1,flores,32.51714978951268,167.73141234113976,-118.36222243826724,-37.374462804819814,-70.35819981203993,3.2135002224670306e-14,1.9202943267779604e-14
gov,1,bible,24.538241397298307,26.179662321017723,-69.31869381730351,-1.1859847855244117,-6.359403045613006,3.1271062880608213e-15,2.693406549357577e-15
gov,1,gov,-63.75861650092103,341.9694623291709,61.45847380640903,-80.78443302191404,-150.1355388782429,1.8999546053238614e-14,1.9523769856326235e-14
gov,10,flores,145.08846453388054,91.48577497755095,-347.2358557332364,-14.82350309275994,-14.571472178751845,1.62223302266268e-14,2.6974901278333925e-14
gov,10,bible,39.062934760905776,49.55028544129194,-101.84363399537334,-7.216787983135927,-18.062705090692045,6.039654070845892e-15,5.1361465816949184e-15
gov,10,gov,-45.06447816146754,177.71209579035357,60.695345650013834,-59.61651242069487,-32.8049507155104,5.194742904687428e-14,6.381053555948872e-14
gov,25,flores,169.45487414134115,96.60138471172743,-405.6109781734707,-13.401784883583987,-10.451782322401625,2.118680692630395e-13,4.643058347455889e-14
gov,25,bible,40.36705032150706,59.945389294670754,-107.26445735838507,-8.221921849404453,-23.34658876487173,2.883161769441044e-15,5.097362657857206e-15
gov,25,gov,-39.48029968982638,185.961459937324,33.48930418391489,-65.23961701419788,-19.135694640012098,2.716653083485869e-13,2.0207415670772024e-13
gov,50,flores,36.910378877712134,-8.17014797752255,18.438677164253722,-18.787717191324916,-27.13925078119569,2.0511601988091347e-15,5.0242958677880805e-15
gov,50,bible,8.350286789321258,-3.680950793013349,5.443726519282605,-2.959526214283234,-7.870589059462918,3.6259732146947156e-16,6.280369834735101e-16
gov,50,gov,-8.724703127360836,38.21967314888616,6.270019724307773,-30.105640238636667,57.14111119996187,1.1826357194998667e-12,4.1023203976182695e-15
bible,1,flores,7.8113798088809006,36.79705390716717,-27.40989076812919,-6.81797511784173,-16.153395031724703,7.418472257182771e-14,0.30997544341143973
bible,1,bible,-90.24169941322573,295.6985758774156,149.30079689395885,-94.0984058984577,-129.8916932977487,1.5985895680567793e-13,0.22179191064143683
bible,1,gov,6.943663579703819,25.128105173537133,-21.88714275417475,-5.215405989365125,-10.958185803847636,1.5933463597212768e-12,0.20401229328161546
bible,10,flores,29.205766217257548,27.381760609833183,-78.18352500394674,-1.8654824590287948,-5.313666579899837,6.125373197167204e-15,0.6707154694712828
bible,10,bible,-89.90552473423824,238.2432664394011,175.51843059035824,-89.14068633446554,-89.36770128027813,1.3605857528721374e-14,0.5259232815872542
bible,10,gov,17.275789184007813,35.70692010899666,-49.164270129924866,-6.126978253009141,-13.893751653193643,5.592971379261015e-12,0.42030863827309894
bible,25,flores,31.421620988742344,21.84701057611979,-80.43527575583684,0.3204092875833356,-3.354643425755301,6.169484474161015e-15,4.301021765514879e-15
bible,25,bible,-103.07739959376939,239.41059430958356,221.4827893693157,-91.51370128655303,-96.0233600846379,1.780047826983007e-13,2.2410837785519578e-13
bible,25,gov,25.94254836716725,30.041616619049403,-71.397434007709,-3.114190106722878,-7.884232413293384,3.4402585322391098e-15,2.752368049598478e-15
