test set,language to,c0,c1,rmse,kfold rmse
flores,ka,0.9001817907191838,0.09045414681597312,5.259457994258139,5.130985933666406
flores,gu,2.8462409901411116,0.060304443781895166,6.834727232988451,8.219223745845804
flores,hi,2.963159808050232,0.038365902830358345,5.768857576649624,5.549874376938096
flores,si,1.377378647810867,0.0452661426903009,3.9926601362881344,3.841107602978544
flores,ta,0.0,0.0,6.245684224212062,3.0175943069265045
bible,ka,4.269973219728278,0.05260196567575973,11.129096483975866,12.727990394057743
bible,gu,6.203116977741404,0.04205376175207164,10.558369188690007,11.53520337825695
bible,hi,9.631949351158203,0.004052517485340005,12.65431321601907,13.533808342705873
bible,si,11.327076688071445,0.0009396899331338343,16.02715474265748,17.041879124273372
bible,ta,8.1105526154244,0.004197028542479774,12.863289592839324,13.730881626464711
gov,ka,5.321657178291434,0.05076120677208743,13.959795549654524,13.692717283390058
gov,gu,8.89022596285786,0.03576565651063647,15.424805201330944,18.53773123582471
gov,hi,8.424143922359665,0.030012714341882143,13.546319416964053,13.29673089621003
gov,si,10.493380075827126,0.03149551698453335,17.82203179490948,17.64002670413323
gov,ta,8.473373691214473,0.03191418548395051,14.871892698770052,14.649826877164731
