train set,train set size,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
gov,1,8.793125930662494,3.9686041626758577,4.849822655093377e-09,-0.00045501887279468766,0.0001336881430747849,5.125655766911803,0.28265085461835443,5.0843114456977676e-05,5.59116612192814e-05,8.524225209958963e-05,-5.915153800229325,-0.0006652589419411685,8.672217978982742e-07,8.154547280783175,8.258762044126193
gov,10,17.927485122168083,1.2676178814085617,9.475663856132543e-06,-1.00978894377939e-06,-3.77398777928711e-07,0.06749822996987628,8.906252331389037e-06,0.07068556807509345,0.009961129345776958,-1.557700053843822e-06,-2.896361021426595,9.570319880463792e-07,-5.656656630113958e-06,14.014922538645521,14.209887179848582
gov,25,20.220213867652674,2.0051937102253796,0.062101365709135575,8.155607978958427e-05,9.306422090026392e-05,0.08128646288094829,9.856350125469756e-06,1.112367704981832,0.0011409521926185548,-0.00010290458749612854,-4.247323689882275,0.00011015689376917822,-0.00020504871737651753,15.386397276196243,15.616202604964869
gov,50,17.10926664079158,-0.09038685015456864,-0.007991399432486238,0.026495046334017492,-0.0226396787794564,-1.7664595503886382,-3.524309876308959,5.768008261984125,-0.13863376563276295,9.20295272737894e-08,-0.009727635645735876,0.0039648278197275955,0.0820342113896379,17.202112575356452,17.719609672010407
bible,1,3.676769370204334,1.2887258075647954,-9.187008097258581e-07,7.774188260998622e-08,-2.742913747516748e-07,-1.754319690833387e-07,4.692604494528528e-06,2.0033133959405482,0.927677012136716,-3.5786188518380034e-06,-1.9416030470619932e-05,9.146116553283816e-07,-2.6595217583546096e-06,7.812901244426173,7.847810975441314
bible,10,6.123166615014256,1.539432584595578,5.8636866270883875e-05,0.008890791486285857,1.0303053373007304e-05,-2.5687467617559725e-05,-3.743929262059262e-05,3.600970833771747,1.9531585013732133,2.469769533594848e-06,-3.7546368475376905e-06,-7.793934317651422e-06,1.284706834689684e-05,12.367949556384287,12.472395505684776
bible,25,7.182174779384643,1.712731803880909,-0.00015262776168483623,0.00028127056639891244,-6.713068058716561e-05,-3.203786296634877e-05,-0.00017086687043844947,4.0787324943760845,2.0948354634566493,0.00012611275801310977,-1.2868927596383649e-05,0.003910492872939633,-1.1344427896683972e-05,14.181480336436179,14.316392398834457
