language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,29.662941592284486,0.008463205165191414,-76.33305979480303,26.793288069743397,4.2456525841630155,4.362790194275572
gu,30.827858048706513,0.00704017391414875,-42.8074815572628,-30.99458399533222,4.5129132327083115,4.569279643819877
hi,32.88349804332283,0.0044684398661867224,-48.37795174820333,-33.211224746372736,3.33652313861821,3.3820448077422
si,39.41991675449186,0.003935156251438589,-54.566133223720236,-38.42659360326968,5.541799096164167,4.072502720010605
ta,41.067197860133035,0.0036004751551105903,-138.4420375747976,111.14160835696615,3.4171500718188663,3.7403914995722767
