c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
4.0998305856724935,1.3619691068964073,0.00013465579224389705,0.01567668721018219,3.2719895120178863,2.528859258694844,-1.8748300502514222e-09,13.929877681117773,14.075671633454787
