model,mean,min,25%,50%,75%,max
linear,3.7558281575651637,3.105397759374173,3.417053986402822,3.8040748777464373,4.142849048908779,4.309765115393608
poly2,3.775549892713813,3.134544744341182,3.424409939343038,3.824627887362311,4.175767840733085,4.318399051789447
poly3,3.748610259956644,3.1878687893182502,3.3475625207491393,3.748299871185468,4.149347610392973,4.309972508137391
exp,4.259547258683483,3.167204142060953,3.55824022322673,4.287475745474044,4.988782780930798,5.296033401724892
log,3.9600228935528854,2.5785580254155898,3.244862453365536,4.076678055672841,4.7918384958601905,5.108177437450272
power,5.76833248722452,4.658524562541669,4.831667641182825,5.657648439429815,6.594313285471511,7.099508507496779
hmult,6.419131869328744,4.832784404177604,5.660806585593672,6.474496608729584,7.2328218924646555,7.894749855678204
