train set size,c0,c1,c2,rmse,kfold rmse
1,3.5633001308268244,-1.6243092574133149,-3.9729437590165455e-09,8.576736784450478,8.45333570500909
10,10.809355859071744,-7.764109553024437e-08,-7.242829484963031e-09,13.781078364398743,13.714600013213131
25,11.338086670269632,-3.899028365221935e-09,-0.00013899844846102254,15.660333547406642,15.451374448435711
50,15.700687721602858,-6.947218012574557e-09,0.017095791062181554,17.661583732409497,17.973733764581013
