train set,c0,c1,c2,rmse,kfold rmse
gov,3.2869223289692595,1.0421115474055676,2.6240796817557723,14.62178338895712,14.645173041791354
bible,2.692990862247737,1.0301226494611362,1.8575476352332339,12.077305644382603,12.057642218017005
