c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.217658050130533,0.4991655960049473,-1.5342306837067078e-06,-2.9035189555045213e-05,3.795560795519344e-07,1.2421663146879883e-05,1.452973252232473e-05,2.732414489156424,2.295694470704827,1.9026454842210614,-1.5806220364480737e-06,-4.890024926258596e-06,1.7381639369577422e-06,14.080266669519869,14.076750807267336
