c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-9.087898068912294,-2.765006021223367,-105.90051506217719,56.977286135331475,-0.8099131110384326,-9.157105454863768,1.0038075461219516,2.125024102835278,-1.3847133534666607,1.7586003897692846,4.313249818401631,4.456784038417013
