train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
1,flores,2.8099777436890063,-1.2849518345411987e-08,-8.711535823409105e-08,2.3759002975427523,2.390111629883767
1,bible,4.974827608613484,5.728665067912122,8.853572887640614e-08,8.382811348138752,8.488165620720391
1,gov,5.230605396957656,6.783250905217751,5.274715724180721e-07,9.603300699746898,9.71803653797622
10,flores,8.663578320350236,-8.090212303977332e-09,-3.5427647639627065,5.338280161967649,5.375273295036587
10,bible,11.827459492019416,2.17756950348196e-05,6.350800560154383,13.052648400858851,13.25278187384374
10,gov,4.503930943483553,19.83843599291811,9.066773292660633e-07,16.879705047110967,17.15024725134194
25,flores,10.551544349315026,-3.4554711633578386e-07,-4.6122513583156195,6.40979865850854,6.458632130477549
25,bible,13.93907087347785,0.02234739147916661,6.700073033552258,14.876950027801037,15.10947292197958
25,gov,2.994978056912477,24.977591572160367,0.00034973811638377587,18.734228443554077,19.042836932695007
50,flores,24.67742228245289,-9.232227853735746e-09,-21.74661383571069,1.838642667207302,3.1572877387713487
50,bible,2.668466984492508,-7.501498753977518e-09,-1.1335315304520732,0.7625555507569279,0.9020188467728065
50,gov,20.291060951345717,1.045825581560984e-08,45.16958642646325,1.6899003850435534,3.5542932903080438
