c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
0.8429479696959464,0.5838453568181746,-1.495655299742002,6.214739192508941,1.058714889132515,-0.6999672141193117,4.661649748504062,-0.03675675032079717,-1.1487683165868536,-0.09024829431955525,-3.908440406966583,-3.569974535519372,6.5286723911055295,-0.2542758787375333,-3.5188818468852747,7.6607403888730286,-2.7706121494790885,-12.160571932099193,-6.228636500722685,-6.67038681314559,-3.9222526361467374,6.499738613806392,6.5984960888587
