,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-1.0],0.04082482904643702,[0.5],1.917880732196875,[-1.0],5.511351921780607
kfold,[-0.5],0.059823418220267724,[-0.5],2.1016152697901536,[-1.0],6.172850156232639
