c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.824859772229622,7.956882318459522,-1.4973924424742144,4.596894858042295,0.9082098043370501,2.083683147890087,-1.2600635523487855,-1.9017539937423207,-4.616490146722053,3.976184257870672,-1.0321871469617536,-1.2062841184864632,-14.734638149625512,-9.203280591063763,-8.100993501535214,6.514234640121744,6.573356753428373
