,mean,min,25%,50%,75%,max,pareto,rawlsian
linear,4.334198750892459,0.0769800358919501,1.2605480877306827,3.92829985548241,6.803110671951105,14.106591577199843,False,False
poly2,47.76690766533485,1.226312864484343,9.025000000000002,18.605658625927003,58.84722321477686,202.4902919955328,False,False
poly3,1257.0222431519476,2.980551311654804,100.80258396271478,517.1011626555407,2675.7928215004204,5518.346224172757,False,False
exp,10.456614488400254,0.0548152570772711,3.3132847007935995,8.393839690916531,14.905487046893228,59.79835608316176,False,False
log,0.45920258215770926,0.0023786730954553,0.1602308715158228,0.3441880182317529,0.651464775816931,1.6465679070654922,True,True
power,0.9905010113077034,0.0013614180566096,0.29673279140102354,0.6407081526640357,1.6653732112695645,4.7050661600150425,True,False
mult,0.9905010113077034,0.0013614180566096,0.29673279140102354,0.6407081526640357,1.6653732112695645,4.7050661600150425,True,False
hybrid_mult,3.7897222052060373,0.0056004099410295,0.4675638891678638,2.645048715226932,6.321852964469494,20.799322958049757,False,False
am,4.334198750892459,0.0769800358919501,1.2605480877306827,3.92829985548241,6.803110671951105,14.106591577199843,False,False
gm,4.33419875044113,0.0769800358919502,1.2605480877306823,3.928299865919596,6.803110671950941,14.10659157719985,False,False
hm,4.334198750892459,0.0769800358919501,1.2605480877306827,3.92829985548241,6.803110671951105,14.106591577199843,False,False
