c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.292414651479774,0.585063803731977,-106.6546187968411,58.06362630803115,9.113189642783999,-13.528952581764418,0.6499173363631877,4.837553872165747,-26.20774588947993,4.559587712803526,4.310289007638003,4.455581385128743
