c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.50312641279805,0.32030630378525016,-0.0026792554881310744,-97.71722651851259,14.729094607541132,53.66006674368194,12.290281934635003,-2.8022752736730436,22.25919875406006,12.157878018526551,-7.123586485646629,-17.485835954298523,4.56501775186596,4.652291853722323
