c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
7.851643947993441,5.784194074136059e-08,2.318202134052628e-06,-2.477610253593573e-07,3.0197539584523896,4.328777445344049e-06,-1.4691536505786007e-10,1.2399399495391531e-06,1.5115885756756594e-07,-3.115898562125918e-06,13.961688516082782,13.958732240834669
