,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,2.760789431265992,0.0776599423513608,1.4603842142951882,2.4766869614988893,3.63262797778569,7.525695582029895
poly2,False,False,5.775629131019707,0.0290251086664642,2.28519898112586,5.6709459646225255,9.400903202483072,14.360398470443222
poly3,False,False,7.351811695942272,0.0936705312992045,2.5936948619957105,6.32263671404138,10.518038261145474,23.033146086760244
exp,False,False,2.669889095781791,0.0788933389248499,0.9650683333939353,2.1435055731154673,3.2544568148600925,9.681618214272214
log,True,False,2.526470653695437,0.0027679773234618,1.3182773271066617,2.1380312473090175,3.5033220251481065,6.981822677566933
power,True,True,1.5693837149061824,0.027824338879421,0.9284929346084245,1.4926413870924629,2.15559800426797,3.4519834746326192
mult,True,False,1.7522892814226314,0.0104804019216766,0.7394609378185897,1.320679559419879,2.7537419458705097,4.012621371675468
hybrid_mult,True,False,1.4559784948671182,0.0319573718228863,0.97991548667429,1.4183832159577014,1.8408555197199301,4.165523064033429
am,True,False,1.8274992427501642,0.0170039728839901,0.9694205698836489,2.008898321512107,2.6748419526770357,3.5209293546367664
gm,True,False,1.8441690033049924,0.0064496449165984,0.9715979501390583,2.0303590250219816,2.728988988704046,3.5319222491760867
hm,False,False,1.8657104415339185,0.0227318597238803,0.9746864437256545,2.040866673391165,2.73888871228743,3.546459883025383
