,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,5.972768960793886,0.0164862196764581,2.562013785017945,5.837992563112689,9.633010744426326,12.327163517765914
poly2,True,False,5.142469500498879,0.0142516439741722,1.9385019607878018,3.56048660540248,7.940443177597919,18.67684462138234
poly3,False,False,2.85606956993292,0.0680846725834927,1.2878753956428888,2.3721791515661,3.8300997918105093,13.636607452279767
exp,False,False,14.280835135663391,0.0520410833362491,4.816358637272192,9.644669205055028,22.799146679782666,58.2956519171781
log,False,False,6.78167121181405,0.0655525503729645,2.0276206387107854,5.1456206591967835,11.529622884069616,19.899196741626078
power,True,True,1.8843824736592716,0.0300406041535235,0.8786320970879536,1.7976648231839794,2.29398472335821,6.290365097085361
mult,False,False,3.028048913077962,0.1321805209314105,1.3945020381960873,2.847158634963887,3.9674166538727276,12.959462262427415
hybrid_mult,True,False,1.6814892415044416,0.038486279340801,0.4663424725840589,0.8993456071594528,1.7106869441776498,12.484580817184646
am,False,False,2.3859643441998553,0.1550170492276596,0.994340167839462,2.1112017996940993,3.547900868103177,7.762818378371908
gm,False,False,2.558699788696987,0.2900663941123682,1.04657512347614,2.172129530942507,3.6461018334593356,9.28212346060192
hm,False,False,2.720040185977032,0.3757044834522677,1.0676255581012821,2.2854058889782003,3.700032431260165,10.81379376912228
