,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,True,False,2.1064199056005752,0.2792848008753787,0.6020221720654246,2.0957301936434973,3.194908355248034,5.704603404268587
poly2,True,False,2.106419795747472,0.2792848008753757,0.6020263420998744,2.095730192882814,3.194908355092785,5.704613259065232
poly3,True,True,2.1064203829051276,0.2792848008753834,0.6020241811774798,2.0957301936702537,3.194908355248953,5.7045636517125
exp,True,False,2.106419905664004,0.2792848008753788,0.6020221718179304,2.0957301932498402,3.1949083533812614,5.7046034090039015
log,True,False,2.106419905570137,0.2792848008753788,0.6020221716868079,2.0957301937576087,3.1949083552492157,5.704603404269212
power,True,False,2.1064199056893558,0.2792848008755188,0.602022171814344,2.0957301936434845,3.1949083552491935,5.704603404271061
mult,True,False,2.1064199056893558,0.2792848008755188,0.602022171814344,2.0957301936434845,3.1949083552491935,5.704603404271061
hybrid_mult,False,False,2.1388007927224257,0.2792848009468819,0.6020221718961588,2.1159949505336386,3.5077456465598496,5.70460340427252
am,True,False,2.1064199056005752,0.2792848008753787,0.6020221720654246,2.0957301936434973,3.194908355248034,5.704603404268587
gm,True,False,2.1064199056005752,0.2792848008753787,0.6020221720654246,2.0957301936434973,3.194908355248034,5.704603404268587
hm,True,False,2.1064199056005752,0.2792848008753787,0.6020221720654246,2.0957301936434973,3.194908355248034,5.704603404268587
