train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,3.3727365580445183,0.02845044525305404,-1.3471141357088895e-09,8.713932977635246e-05,2.126540188025024,1.0046560446746418,0.0005313023684791233,8.839847381852532,9.159132868859434
1,gov,2.590623273114137,0.176497473394364,-5.275938106761478e-10,3.1530768532736783e-05,2.0796964654206236,1.6199156794809273,1.2056374733340782,10.092699132837483,9.849219126461435
10,flores,1.5141991140256015,-1.0218665678143015e-09,-0.0003165997263169621,0.0007180371905208824,1.254634896029406,1.021027077563937,0.8107808962110751,6.128532786583765,5.789309647730998
10,bible,3.6210927453887156,1.1358262667270644,0.09831245129786886,-1.6036853897738184e-09,3.2071802915102143,2.8346477950443214,2.4993800609527392,13.491101926577604,13.824844029835058
10,gov,5.413861504621,-1.9336462794617588e-09,0.004539201321438126,-0.00029838893108640775,4.371094576989592,3.4325228360294906,2.587856162831722,17.339404378085334,17.063769853225455
25,flores,2.754295676400158,-0.009281826437011963,0.003477850387353888,-0.0008630183942935708,1.7388818655513885,0.8211287403857948,-2.166414513160152e-09,7.315334358216705,6.802452261525774
25,bible,7.398460434260096,-0.0018441971865906322,-0.036595476850603326,0.03517854804229877,4.965964150423907,2.681194884368417,-6.868963235489808e-10,15.190261094054156,15.660819440026838
25,gov,9.183498017980032,0.0014323686456377462,-0.002653430011345725,-1.0477785841822138e-09,5.792299194062233,2.740222184773365,0.02326391086624527,19.09603165592496,19.00294659553946
50,flores,6.224615385125669,9.26276598786827e-07,-1.8297254314832668e-07,6.63333702509357e-06,3.925039274207055,1.8554455883379921,-4.087299137631301e-09,4.527150064023413,3.6743119569213776
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,12.341490253819629,4.474692125426351,0.12107846983868593,-2.226795575056237e-09,10.665523012741756,9.157167372226091,7.79962654328745,6.867747107351429,6.193325839800993
