c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
4.321100373280469,-4.544473235777854e-10,-0.08791418428711988,-0.01621807367423454,0.01694098795192771,3.532491962478145,2.8226769337443884,13.979052014779155,13.95804317986532
