train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,2.6316089850819786,-1.8238878185108454,8.689567809621826,8.814752991789193
1,gov,3.101122601339175,-1.71926539420323,9.991401646214028,9.90599949822162
10,flores,1.9108484191153525,-1.9806203612406257,5.483764500211605,5.437394418502796
10,bible,4.192834600508118,-1.9781645020312963,13.473777794956373,13.690671312661532
10,gov,5.768347258372819,-1.778973844097466,17.428662998701597,17.28397334499901
25,flores,2.126634521527492,-2.138862117016623,6.593609447498493,6.547326453055657
25,bible,4.982630850866403,-1.9434262284542894,15.33511308496805,15.60230151078947
25,gov,6.723906915577792,-1.706984081139577,19.339400704374228,19.177749713292574
50,flores,2.1730986847781946,-3.1459383530689244,0.8946573852671234,0.840116634482687
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,21.55136406480056,-1.0846630177404732,8.86631036721185,8.14451275637796
