c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
36.430987624536684,0.0044760636216478935,-93.0381507334775,10.893906945667112,46.400938901377096,8.213113803889637,4.256343178153467,7.276496899846137,3.3451156469427654,2.726820487947854,-0.5413901594794532,3.1928893641711857,-1.685616043103886,-0.831490022675545,-15.914815352591594,8.8944734265567,4.314361372118543,4.404494749133651,4.505744461493924
