c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
9.442633456071334,1.4769742958266663,0.1004568707531077,-0.01164685593868852,-5.312178249009442e-09,0.007931217841321154,0.033875771100404135,0.07136588835325532,0.0102127726906826,-0.06586939220559405,13.889183696117572,13.885973479791945
