c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
4.940434840736704,0.45676473855581107,-0.004652675686237739,-3.6507360250068115,6.0,2.1890453378277646,-1.117322038905408,1.407458310718172,-3.7483514835199787,-1.5320748094483532,12.931998708750255,12.968925989174059
