c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
18.031842277752173,36.73654129883892,-66.50063366459892,39.63502649368515,-68.28804200850199,8.29863793220859,3.7186952268423585,1.601867167216831,8.057876314894964,3.5957690410365664,1.6029174199705134,3.0391233701669718,-0.6851859191659455,-1.1989145150141856,6.048001523604595,0.7450890651132204,-1.272831614415961,7.153369558819128,-2.6371609503220257,-11.445642433728889,8.578362849965895,3.842935768260391,1.660948903797379,4.415997747638134,4.475132174522685
