train set,c0,c1,c2,rmse,kfold rmse
gov,2.7596896705811313,-6.275533398252768e-09,-1.678698541199613,14.67525618854952,14.705721287659859
bible,1.521966201417544,-7.671516503678536e-09,-1.735189874281522,12.219260251568915,12.164891508687393
