train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,loo rmse
cc_align,25,gov,1,flores,29.271073321299983,-2.084262456920251,2.1089524876848107,2.222566716738382
cc_align,25,gov,1,bible,4.425866745776635,-1.9039402318753096,0.7265149752780118,0.7336250526765444
cc_align,25,gov,1,gov,8.703288564670066,1.382942990333795,2.0378252388309677,2.05114379735271
cc_align,25,gov,10,flores,57.137613980190416,-2.119751023056962,2.9108123299488255,3.112076208653129
cc_align,25,gov,10,bible,14.597220148263112,-2.499494772847751,0.8126656768716507,0.8136387702063764
cc_align,25,gov,10,gov,12.07754058366688,1.559524984506803,1.7151992488863512,1.7830947509931143
cc_align,25,gov,25,flores,61.88367606598245,-2.065576851030577,2.933385456050419,3.1538701562574527
cc_align,25,gov,25,bible,11.595716076021745,-1.9219584416398598,0.979902032673695,0.9826367052242495
cc_align,25,gov,25,gov,12.653905912747321,1.633232329249431,1.6864012228325689,1.763185061970467
cc_align,25,gov,50,flores,83.89076761841041,-2.4548058893102556,1.3164624242924945,1.678320491032686
cc_align,25,gov,50,bible,12.815688332609035,-1.973564949222625,0.25172510092974054,0.3204063888393395
cc_align,25,gov,50,gov,14.080273490278705,1.5910059763865028,1.7576791738360042,2.1656395965827313
cc_align,25,bible,1,flores,8.00102785851114,-2.2932686575208963,0.6369483029500247,0.6391873320751528
cc_align,25,bible,1,bible,6.709368979776192,1.4619715779266433,2.1655840630334056,2.189240073617068
cc_align,25,bible,1,gov,19.795936653960155,-4.4524892026909635,0.4146272016722255,0.4303649225831976
cc_align,25,bible,10,flores,9.431717405152677,-1.773712663469216,0.8891508106684494,0.8964107755289286
cc_align,25,bible,10,bible,10.703772689318766,1.3971292998940674,2.5945400134479915,2.6226278245981725
cc_align,25,bible,10,gov,3.8780823686169494,-1.2171024144509792,0.8682876910048704,0.8825972491577877
cc_align,25,bible,25,flores,9.079286609966816,-1.5964367851783843,0.9707717000900993,0.9714663227846002
cc_align,25,bible,25,bible,13.93915812172942,1.2081090623300785,2.5987854175269747,2.6232718465102165
cc_align,25,bible,25,gov,4.414332371784483,-1.138785681201309,0.9310533605525398,0.9412042281651873
cc_align,100,gov,1,flores,35.166780729709714,-2.116050001847513,1.8385485366639402,1.9543217316102806
cc_align,100,gov,1,bible,4.7930895350302505,-1.7360639597722243,0.6982423611567458,0.7081457100829378
cc_align,100,gov,1,gov,10.739740489174908,1.1781551840921665,1.537553809204814,1.549790646691026
cc_align,100,gov,10,flores,49.87189585402896,-1.7762077690493379,2.81525381565494,2.9936419166967494
cc_align,100,gov,10,bible,5.55241628690928,-0.7940068799312062,0.9223661166738563,0.9233272378913352
cc_align,100,gov,10,gov,12.255011417692545,1.5621829975200419,1.7358684344362871,1.7826485638455773
cc_align,100,gov,25,flores,58.74426437771051,-1.8616855983066212,2.5687987649720827,2.7250891409258355
cc_align,100,gov,25,bible,6.413536870661257,-0.8268910376888092,0.9566944443619015,0.9655882365920232
cc_align,100,gov,25,gov,12.427712588824184,1.6759497446705545,1.6970931552091477,1.7508574249242568
cc_align,100,gov,50,flores,91.83385248837587,-2.441120846742165,1.2031407169411303,1.5344608254690955
cc_align,100,gov,50,bible,9.421728468261488,-1.159804890706617,0.11923002850314805,0.14958530940017553
cc_align,100,gov,50,gov,13.542623884577104,1.6507790405662341,1.7955308573638187,2.212422390493356
cc_align,100,bible,1,flores,9.401290943183637,-2.367589501251971,0.612914158873379,0.6147246217533997
cc_align,100,bible,1,bible,7.15429194558972,1.421807901852519,2.1543939495293394,2.186649199262486
cc_align,100,bible,1,gov,15.695826024112609,-3.7994746964952566,0.47858990333887824,0.4925839602833942
cc_align,100,bible,10,flores,8.187797028301224,-1.314508829215012,0.9416398251796851,0.9423197492320624
cc_align,100,bible,10,bible,10.35947005488265,1.4676453479884235,2.581878212605046,2.610223609090863
cc_align,100,bible,10,gov,3.381203466187209,-0.6602450390374509,0.8997744623955664,0.9045268682997863
