train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,15.123921143991563,-6.283547010932377e-09,-0.05104956575354122,-0.1403671453056062,14.477002717260211,14.489258103616942
bible,9.516713746167406,-6.908026023961332e-09,0.0003124635853712466,0.00037203862497403204,12.018183004795679,12.028338229970693
