train set,test set,c0,c1,rmse,kfold rmse
gov,flores,8.393736889139854,-1.7128094642252465e-09,5.775159382823754,5.782782153584067
gov,bible,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.324844326897296,7.108793196736312e-11,10.062650439342226,10.184899947765922
bible,flores,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,23.090027127021695,-1.6889516629184336e-09,7.502228826639005,7.535193501709675
bible,gov,0.0,0.0,1.3576941236277535,1.3576941236277535
