c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
291.0361150351246,0.03274746825012525,3.3928047766138265,-304.8254388024954,346.6644686908615,-151.244415479154,-7.73349289363855,-155.4062347276598,-26.206118260678263,-10.825917346701733,87.64379530108582,-78.21370826685285,132.70231330630227,-208.69135492418005,79.08150459820823,4.996552378717589,66.90999077126403,4.315832733442457,4.352518668505001
