c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
7.0211066262653805,1.1770681184090626,-5.758207335070308e-09,9.794067722668131e-05,0.0006906707983175336,-2.0356167827840753e-07,0.00027511524726627536,2.786908112606082,0.0006292275772524392,5.6707925600792685e-05,14.027552766066984,14.033363473307789
