train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,2.2791857612182254,2.436791086557336,-1.774239868462324e-09,8.344499311874644,8.483140254689456
gov,10,1.8664237926623637,4.425998639141237,-4.298456693835813e-09,14.107117522992228,14.285408362353188
gov,25,2.365177534209504,4.1980174439353055,-1.843840112000699e-09,15.494926451353814,15.58979939567614
gov,50,2.2206535270968444,4.407032973180059,6.889146033037988e-12,17.292742335688054,17.503955710334925
bible,1,2.0599771286542516,1.9432900175136092,-1.0611116050555097e-09,7.881348926631406,7.829407836598958
bible,10,2.0738108487468345,3.2248586614558543,4.334411583154405e-09,12.38763230031707,12.38581473409984
bible,25,1.792915299915074,3.8293076575388043,-1.4628657185202058e-09,14.198783934683517,14.19456808808886
