train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.447539163744525,-7.732210009280278e-10,8.758804860791889,9.066181852445174
1,gov,7.390119659116121,-1.6125027639804525e-10,9.944762527044219,9.727429582577466
10,flores,4.560009582045765,2.7253481662737733e-08,5.945952572713802,5.707591371153416
10,bible,12.335430129785387,-1.6421079788993543e-10,13.315527411084535,13.630046368305235
10,gov,15.433714012881612,-1.9967538606964306e-09,17.14406022312349,16.951606646813005
25,flores,5.950192010510463,5.738218789246094e-10,6.940716100112341,6.717815041718507
25,bible,14.598388361121065,2.7991384358786427e-08,15.11420382931303,15.38523566844259
25,gov,17.71088768953402,1.0603316930660966e-09,18.96645412050328,18.825769968367727
50,flores,11.714505541218633,-2.015021002498204e-10,4.2266238739584905,3.5748645392015637
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.835898452491975,-5.274564166357725e-10,5.892317303750294,5.594656030098693
