model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-6.113484617851292,0.8789438468570931,,0.28797757625579834,,
poly2,32.98683480679677,0.9999999999994216,,0.9179230332374573,,
poly3,25.855546937877552,0.9999999999328565,,0.8498866558074951,,
exp,-5.769693904123594,0.9037392452722985,,0.13137660920619965,,
log,-6.385514803757603,0.8548731814619142,,0.355703204870224,,
power,-6.097506157516941,0.8802265302536578,,0.20805412530899048,,
hmult,-9.220468702635015,0.03938160676747393,,0.5976853966712952,,
