c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.164428821247606,-8.27387343373729e-09,-2.3479917896954436,-0.0045021138728439745,0.020750132359115873,-3.9905487413684915,13.958689856776592,13.83214268803654
