train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,-14.860225076020285,95.56052763763711,-98.29517124046387,8.09756194319907,8.106909028578787
10,-19.968656832469016,151.27660108766594,-163.55639556419135,13.53590365149112,13.559187879215568
25,-22.627409597192514,171.60086378495083,-185.14702415825425,15.15690608726223,15.184066780286017
50,-12.892689918442,157.07167205835682,-180.98537311435933,17.182031961116277,17.875047029898756
