language to,c0,c1,c2,rmse,loo rmse
ka,2.722628525796857,33.196944016581114,-1.0191791612714172,6.0068914817247325,6.011178093666178
gu,6.1830720924767855,37.77991838006003,-0.6822416866958946,7.259678030389504,7.263321644050356
hi,4.478181435906793,4.085311883988299,-0.8631003257488715,6.2204230314215385,6.222262595376143
si,1.4602774668432215,-0.24862361387649978,-1.4882715959315256,3.4289284599166696,3.428940415654033
ta,1.1463161782973328,-0.5192059549586202,-1.4183233263249146,4.421482651099053,4.423480245284232
