train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,7.00731867257028,-1.3928185931118291e-06,-1.4446243448287971e-09,1.5091778175320519e-06,8.617537353333477,9.13650050000495
1,gov,3.8174653592599466,0.29507515463058775,3.3131564169726766,-1.888343011404336e-09,10.053836421213592,9.75577660184483
10,flores,2.3161722958777045,-3.5160616039791114e-10,1.972528430184257,0.013171072194534486,6.13714176923304,5.795365715612849
10,bible,6.823527907487207,-4.162887416022768e-10,5.838045539907361,-0.0001467710790345037,13.350135999935127,13.73290167366957
10,gov,8.56869265589679,-2.412690136873922e-09,7.347350216083831,2.916818969180496e-05,17.163535754376568,16.991698907734353
25,flores,3.299307934270603,-2.3386840402001635e-09,2.8372719484807174,-0.002248445938627403,6.9627896685953115,6.6908282654077125
25,bible,8.07135473897322,1.672609617470746e-05,6.899511253158918,-3.743067535840659e-09,15.152421417489489,15.497400725774543
25,gov,9.669880621322081,1.3763073414878405e-06,8.251446270742608,-4.505688543738326e-09,19.032906705341134,18.86374376032406
50,flores,6.5257173505930695,-1.5379385339163017e-09,5.431680165458036,0.060182906481835066,4.410799741868682,3.7734286939402564
50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,21.942884017729796,-2.0036794241614635e-09,18.172474042543346,-0.007031916893940402,6.546329898114325,6.135976803507521
