train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,rmse,kfold rmse
cc_align,25,gov,1,flores,11.158519093628255,-7.605855801222612,-1.0,-1.0,2.269330709471604,2.647753773887091
cc_align,25,gov,1,bible,-0.4943336601018307,3.260946687148661,-1.0,-1.0,0.7244727348127658,0.8131171215753695
cc_align,25,gov,1,gov,4.797838472311235,33.44418192320644,-1.0,-1.0,2.242078001008891,2.548346252367673
cc_align,25,gov,10,flores,23.636993399968315,-19.015945033822288,-1.0,-1.0,3.305263162321766,3.8663717694588313
cc_align,25,gov,10,bible,2.026312554754316,1.281464104638234,-1.0,-1.0,0.9206330872501507,0.9267515549469361
cc_align,25,gov,10,gov,16.14653674031805,35.9765486307264,-1.0,-1.0,3.3863907406953744,3.691961706799208
cc_align,25,gov,25,flores,27.2590555190014,-22.710067016380737,-1.0,-1.0,3.366812221602048,3.9354487622065766
cc_align,25,gov,25,bible,0.9356114536015477,4.2311555013395825,-1.0,-1.0,1.0363476741231057,1.044469090295864
cc_align,25,gov,25,gov,16.461372443882173,42.187429956465536,-1.0,-1.0,3.75815302123988,4.094817269886191
cc_align,25,gov,50,flores,46.4609704416022,-58.351499839095936,-1.0,-1.0,0.7592429708424406,1.4220441462272646
cc_align,25,gov,50,bible,5.888787498357259,-4.894844477241171,-1.0,-1.0,0.5248964193644254,0.9831185931372473
cc_align,25,gov,50,gov,17.73695128160063,47.325839149094016,-1.0,-1.0,4.785965943616191,8.964001144152384
cc_align,25,bible,1,flores,1.0896753861829374,1.1609389036195383,-1.0,-1.0,0.6814369929968778,0.7163722112270717
cc_align,25,bible,1,bible,13.428045384621488,9.115093663180884,-1.0,-1.0,2.6707686502575965,2.733685411563889
cc_align,25,bible,1,gov,2.2115541712312226,-2.3045782426693338,-1.0,-1.0,0.47920508586120814,0.524499420307606
cc_align,25,bible,10,flores,1.6798020379464884,2.206889602710191,-1.0,-1.0,0.9429912147903874,1.0251330641900662
cc_align,25,bible,10,bible,23.07954288078836,8.979089718861342,-1.0,-1.0,3.5034474074921094,3.5399128272041414
cc_align,25,bible,10,gov,-0.11287485680549082,3.4483888406317975,-1.0,-1.0,0.8601498245701713,0.9865781061646537
cc_align,25,bible,25,flores,0.7343019117526252,4.461902518643144,-1.0,-1.0,0.9999195520699503,1.052893223016968
cc_align,25,bible,25,bible,27.682638325679463,7.8319102769167195,-1.0,-1.0,3.5040117757761764,3.5274277074118654
cc_align,25,bible,25,gov,-0.27686878079395066,4.407068343638756,-1.0,-1.0,0.9153733739174847,1.0347818836165361
cc_align,100,gov,1,flores,14.749957159431377,-12.040626166992158,-1.0,-1.0,2.0547061812347605,2.3685252293509103
cc_align,100,gov,1,bible,0.17153352851095213,2.488920167582621,-1.0,-1.0,0.7077125644809391,0.8017217338609763
cc_align,100,gov,1,gov,10.224321170216616,26.203630739817733,-1.0,-1.0,1.9348940208047267,2.1335194394182855
cc_align,100,gov,10,flores,23.62402929504253,-16.404334845424028,-1.0,-1.0,3.1743699535104395,3.699173463834013
cc_align,100,gov,10,bible,0.22225265252382395,5.740256599654766,-1.0,-1.0,0.8884426593091769,0.9053622613592924
cc_align,100,gov,10,gov,15.564636431683606,38.186674253848935,-1.0,-1.0,3.398932479664571,3.661274366375207
cc_align,100,gov,25,flores,27.298811992085525,-20.198744211177562,-1.0,-1.0,3.0735536627549744,3.4789092769856347
cc_align,100,gov,25,bible,0.06256299049129692,6.842923708116894,-1.0,-1.0,0.9098379555869025,0.9111032446834899
cc_align,100,gov,25,gov,16.202659816413632,43.51649940442015,-1.0,-1.0,3.8826285557275124,4.148217614789382
cc_align,100,gov,50,flores,49.8201622256159,-61.614732734371394,-1.0,-1.0,1.0371657199949331,1.9425869039404253
cc_align,100,gov,50,bible,6.47812187061899,-4.2444156060578,-1.0,-1.0,0.33969711885097065,0.6362446774520565
cc_align,100,gov,50,gov,16.7497533935229,49.44453259077078,-1.0,-1.0,4.955814501741412,9.28212346060192
cc_align,100,bible,1,flores,1.561692834292599,0.643515463583443,-1.0,-1.0,0.6774084104466983,0.7068893767305262
cc_align,100,bible,1,bible,16.029455036798495,5.460252482203224,-1.0,-1.0,2.695814922620138,2.7527084100403254
cc_align,100,bible,1,gov,2.1670711632850304,-1.8014866065272328,-1.0,-1.0,0.5521118398333204,0.6034328141312321
cc_align,100,bible,10,flores,0.909589465750818,4.661086472478253,-1.0,-1.0,0.9569157831837043,1.0106737989261843
cc_align,100,bible,10,bible,22.533759064044073,10.854218257558614,-1.0,-1.0,3.594985669645981,3.635319910098314
cc_align,100,bible,10,gov,-0.7398484515715658,5.515995715364071,-1.0,-1.0,0.8579746118473296,0.9535483086359214
cc_align,100,bible,25,flores,-0.2867052972994389,7.545327041099148,-1.0,-1.0,1.1080638135015421,1.17239426927347
cc_align,100,bible,25,bible,29.619113382246606,4.871234591018288,-1.0,-1.0,3.5470297193067393,3.5700051220534625
cc_align,100,bible,25,gov,-2.103569738357092,8.604581107239822,-1.0,-1.0,0.9194877772556516,0.9972907971555928
gov,25,bible,1,flores,2.6033177864149235,-1.1476097950074222,-1.0,-1.0,0.9013558467667979,0.9761030463641305
gov,25,bible,1,bible,18.28372126127338,0.5635721454772232,-1.0,-1.0,2.30146483376101,2.4308028300759985
gov,25,bible,1,gov,2.6544736137192784,-1.016657473876312,-1.0,-1.0,0.8802308297448133,0.963251742422517
gov,25,bible,10,flores,2.846769778297702,0.9762494648717243,-1.0,-1.0,1.3385898934471883,1.5227985593646503
gov,25,bible,10,bible,25.9648614958597,3.8711759858253854,-1.0,-1.0,3.6270437765422523,3.701124166483439
gov,25,bible,10,gov,-8.467794783322676,26.188632661179636,-1.0,-1.0,1.3935680526385799,1.6910423659339937
gov,25,bible,25,flores,1.3113421916084425,4.42949464417814,-1.0,-1.0,1.5547844327765532,1.739872275862197
gov,25,bible,25,bible,31.56622597008599,0.5968471402588504,-1.0,-1.0,3.362237606321779,3.3891705841226054
gov,25,bible,25,gov,-10.07561660924524,30.23610413781383,-1.0,-1.0,1.6595813369159187,1.8784158461386236
gov,1,bible,1,flores,0.858846926040361,1.4478394550435323,-1.0,-1.0,0.9230026729681218,0.991577081318228
gov,1,bible,1,bible,12.228202479636641,8.772406680382216,-1.0,-1.0,2.7659242909848203,2.853561941910511
gov,1,bible,1,gov,-3.2119333014129228,11.359608440158919,-1.0,-1.0,1.1034485414420079,1.2420783853333999
gov,1,bible,10,flores,0.03196352235057399,5.835914508434824,-1.0,-1.0,1.2648883347603026,1.470017593857427
gov,1,bible,10,bible,22.9060797255425,8.053624207364651,-1.0,-1.0,3.801970333185898,3.8840936543077156
gov,1,bible,10,gov,-14.319718417600633,39.29821519264283,-1.0,-1.0,1.8909870820534969,2.105422872271282
gov,1,bible,25,flores,0.09121134350082537,6.3319091441423145,-1.0,-1.0,1.3918397628303796,1.5668526198910695
gov,1,bible,25,bible,26.012975866505027,10.24703366401792,-1.0,-1.0,3.637537720119433,3.6992134151563874
gov,1,bible,25,gov,-14.244799095909835,40.144832767126836,-1.0,-1.0,2.1720962355276696,2.291684365169383
gov,10,bible,1,flores,2.692059751290819,-1.4685860168669664,-1.0,-1.0,0.8965319015978102,0.9961656230730966
gov,10,bible,1,bible,18.4690502525403,-0.5498240857293804,-1.0,-1.0,2.1681280541983283,2.3113797261869733
gov,10,bible,1,gov,1.74191186030632,0.9094046398727375,-1.0,-1.0,0.9609166231619202,1.0661087090993075
gov,10,bible,10,flores,2.182978528170227,2.0867172979021658,-1.0,-1.0,1.2561162366524214,1.4187011717190132
gov,10,bible,10,bible,25.69781244594677,3.6563109657913087,-1.0,-1.0,3.474701144281069,3.5656247147097546
gov,10,bible,10,gov,-9.956824608643297,29.819923538829055,-1.0,-1.0,1.4919516814934919,1.7870384834402162
gov,10,bible,25,flores,0.8459037598166644,5.352880358941094,-1.0,-1.0,1.4173634371308534,1.584276238405748
gov,10,bible,25,bible,29.237581457976063,4.6839241126652205,-1.0,-1.0,3.5129407103743726,3.530313443676506
gov,10,bible,25,gov,-11.722412860799043,33.97727534144917,-1.0,-1.0,1.4621145296243316,1.6347059736200495
gov,50,bible,1,flores,8.175024711380454,-11.927757863844286,-1.0,-1.0,0.3555430640674362,0.6659237571287506
gov,50,bible,1,bible,23.341445302935398,-6.254933538645985,-1.0,-1.0,2.345073732675166,4.392267700853174
gov,50,bible,1,gov,6.878589880597947,-9.47647620211807,-1.0,-1.0,0.3091194378134586,0.5789734032697295
gov,50,bible,10,flores,8.969730072512005,-11.602615443083925,-1.0,-1.0,0.262943413718444,0.4924868044432345
gov,50,bible,10,bible,28.21692394415615,3.3714177720476197,-1.0,-1.0,3.34856674640455,6.2717863996843
gov,50,bible,10,gov,0.0011633908219731784,10.460151730771823,-1.0,-1.0,0.15486922149171087,0.29006639411236823
gov,50,bible,25,flores,7.765765614550466,-8.82196614701038,-1.0,-1.0,0.3399447208859538,0.6367084316234718
gov,50,bible,25,bible,33.09233807269712,1.9052718469244536,-1.0,-1.0,3.1478929039399,5.8959290406858065
gov,50,bible,25,gov,0.5442135048078499,10.630857559678441,-1.0,-1.0,0.23088012058806842,0.4324330115170047
bible,25,gov,1,flores,10.333344131950165,-8.12860810483553,-1.0,-1.0,1.893102205475763,2.2554518399878165
bible,25,gov,1,bible,2.9207299162063323,0.7594788463156206,-1.0,-1.0,1.7169854885042732,1.8751462501826035
bible,25,gov,1,gov,7.4165629526736385,27.283601206429445,-1.0,-1.0,1.3076964818468917,1.6306994519296207
bible,25,gov,10,flores,24.54318732559822,-23.022270082388967,-1.0,-1.0,3.23756064798351,3.857674167016064
bible,25,gov,10,bible,4.029980484206435,9.87227482962035,-1.0,-1.0,2.333720907549989,2.5265216876774943
bible,25,gov,10,gov,16.469004617195377,34.90663495750187,-1.0,-1.0,3.3912294540367807,3.6493761735728483
bible,25,gov,25,flores,27.3955898238382,-24.64366371378664,-1.0,-1.0,3.286638137953343,3.836501381443123
bible,25,gov,25,bible,0.16283045406117153,19.282570292995818,-1.0,-1.0,2.6152262730560047,2.780081216677702
bible,25,gov,25,gov,15.70624026658336,43.281424008519636,-1.0,-1.0,4.015379431683665,4.2658462390810294
bible,25,gov,50,flores,47.49505784844493,-62.764764354164924,-1.0,-1.0,0.7131907456757012,1.3357894086655595
bible,25,gov,50,bible,17.46496863676565,-10.963351618472252,-1.0,-1.0,0.5703296380641956,1.0682139359871001
bible,25,gov,50,gov,14.052397405076572,53.41009986904082,-1.0,-1.0,4.7708632380752745,8.935713296803856
bible,1,gov,1,flores,4.3528801579153065,1.0787560157489453,-1.0,-1.0,2.136926433220429,2.386751451668113
bible,1,gov,1,bible,0.42808732786691295,7.365020291894348,-1.0,-1.0,2.0546006694506724,2.1028731266786855
bible,1,gov,1,gov,-3.50041810114533,42.98975239619478,-1.0,-1.0,3.270453122445552,3.413434548639728
bible,1,gov,10,flores,21.14974597731482,-18.355422689836626,-1.0,-1.0,3.39368531038544,3.973004331009493
bible,1,gov,10,bible,-2.8958310966593888,19.92676915251502,-1.0,-1.0,2.483608983792363,2.585017834821936
bible,1,gov,10,gov,15.251644092960127,35.54835623828772,-1.0,-1.0,3.5573172875271886,3.8169572601926025
bible,1,gov,25,flores,26.24279239087029,-23.744343623435654,-1.0,-1.0,3.4777032388226012,4.053806813518522
bible,1,gov,25,bible,-4.203301060620909,23.17466221954294,-1.0,-1.0,2.481495614184094,2.5829975775400804
bible,1,gov,25,gov,16.878261101301934,40.21509838345738,-1.0,-1.0,3.86599888012382,4.1623145437632365
bible,1,gov,50,flores,47.302781936924845,-63.094498835640856,-1.0,-1.0,0.5897658118325363,1.104617435063619
bible,1,gov,50,bible,10.395266361792881,-2.1339411084074573,-1.0,-1.0,0.47822519116375223,0.8957044854828952
bible,1,gov,50,gov,17.302770219663905,46.82325848211292,-1.0,-1.0,4.863091071503834,9.108454638544714
bible,10,gov,1,flores,10.72508049381779,-9.406364799546425,-1.0,-1.0,1.8990566138535045,2.2107396224667277
bible,10,gov,1,bible,1.8235595382518652,2.846473169190789,-1.0,-1.0,1.736587244279104,1.8547604481682314
bible,10,gov,1,gov,6.815409906628411,27.171663272518416,-1.0,-1.0,1.4574738542702304,1.7313015498319837
bible,10,gov,10,flores,24.380320543976143,-23.207035448601097,-1.0,-1.0,3.2387962362882496,3.773375365360889
bible,10,gov,10,bible,2.1599334806593973,12.66855292636017,-1.0,-1.0,2.5658828514078413,2.697527490726131
bible,10,gov,10,gov,14.767951894233489,37.60971870150516,-1.0,-1.0,3.380365589422196,3.6362788131187993
bible,10,gov,25,flores,26.45274931364179,-23.420890648851653,-1.0,-1.0,3.3757703687932565,3.9054966326952587
bible,10,gov,25,bible,0.499546977131022,17.538830772867712,-1.0,-1.0,2.5888573211519685,2.7790238145217954
bible,10,gov,25,gov,16.45180447980879,41.52085282480311,-1.0,-1.0,3.8721370472780294,4.1338366718614825
bible,10,gov,50,flores,46.05128550975896,-60.476082550047984,-1.0,-1.0,0.7130669444565713,1.3355575427394686
