train set size,c0,c1,c2,rmse,kfold rmse
1,2.9778698182123873,-8.700911955811596e-09,-0.0006118010131056515,8.220748942258979,8.196423395366152
10,5.450566652228973,-0.5337064389101644,-4.816935728160713e-08,13.613131100216512,13.584174093731217
25,5.9191248778069365,-0.814414228015121,-9.126219296837821e-09,15.248305835168011,15.216667468582104
50,7.83101817162518,-0.7961823690584836,-8.270159842774739e-09,17.316579320060615,17.72686558112341
