c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.6943291505036562,0.6782318131429386,0.32500516558536485,0.005844100182518439,1.5205518337556116,-2.7108793934252854e-10,13.815455976250158,13.8247498843285
