train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,1,flores,196.11010289793984,-751.8270905246112,999.9999996468773,-446.6863017398998,2.0884931287369093,2.330455979828586
cc_align,25,gov,1,bible,139.38122969297171,-645.2985264024665,999.9999999997838,-513.7400343008864,0.6779924742047676,0.746474637884375
cc_align,25,gov,1,gov,212.03861432952357,-775.7410788764613,999.9999999999625,-398.5172387009967,1.8909980883695616,1.8976647701493885
cc_align,25,gov,10,flores,-130.17185255757494,673.7867862766628,-999.9999999999953,471.2436242950938,2.884211982609058,3.468567601432185
cc_align,25,gov,10,bible,149.81834154025105,-662.9488105826383,999.9999999999937,-504.30913909551606,0.7500545868648488,0.7525591920395605
cc_align,25,gov,10,gov,278.3084759927856,-905.5578959050092,999.9999999999195,-291.0928482503967,0.8786069249335735,0.9083688740974412
cc_align,25,gov,25,flores,-131.5526678162188,681.9936885355456,-999.9999999999962,463.43933111514065,2.893475104622109,3.5531230818730015
cc_align,25,gov,25,bible,137.87397792498314,-635.7489340827285,999.9999999999936,-523.1752332689937,0.8809400931486683,0.8836131602000309
cc_align,25,gov,25,gov,279.1416814021077,-903.7114683052525,999.9999999999999,-286.4743918691936,0.8245084807074469,0.8699829784344454
cc_align,25,gov,50,flores,142.58221933333837,-235.87602809635487,-83.2879734854201,222.89124405564772,1.513113376521587e-09,2.0489089804173437
cc_align,25,gov,50,bible,-8.29956632654498,27.833665916042015,5.8929930604081795,-30.546684167493765,1.0494297021451693e-09,0.2378231096091601
cc_align,25,gov,50,gov,140.01469844530817,-235.03846118682682,-55.08376305549742,267.46966132757177,1.2786988067227921e-09,2.168592913724793
cc_align,25,bible,1,flores,154.6777947642859,-677.4397621109304,999.9999999999982,-491.93813661906216,0.6047396493839349,0.624876490382893
cc_align,25,bible,1,bible,310.6675656937446,-999.8285212071689,999.9999999999999,-244.93090164031173,0.9085450010097028,0.9501264848102298
cc_align,25,bible,1,gov,163.84600588345853,-699.2044723557445,999.9999999978944,-476.663926822254,0.4031125384313371,0.44868863943740966
cc_align,25,bible,10,flores,140.46761543143694,-642.751242264544,999.9999999999987,-517.452018905723,0.8320720156641068,0.9005419476032803
cc_align,25,bible,10,bible,338.32579634422797,-999.9999999999709,866.2759086875994,-107.3477663940167,0.5708439332163318,0.727308863126091
cc_align,25,bible,10,gov,151.14354742316516,-670.5310352222668,999.9999999999981,-495.5421813682242,0.8497475754807362,0.9158219875330339
