language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,5.4182002860658285,2.6514726814357465,226.0446770352944,-1048.810882159741,1117.1456892263795,3.592103579012341,3.6972383826070967
gu,-10.406949603439744,2.2492018829108456,463.8443864353321,-1749.8643676293846,1712.7579430368762,2.700316369461488,2.7792651568597884
hi,9.584160522227663,2.090304807687534,245.32611921750907,-1104.3087579573312,1132.9091856167086,2.61310029555216,2.6619864243879507
si,78.88402664658878,1.2733161422743222,-481.40423524416997,1049.0631256931204,-790.4987504424971,2.460108602963925,2.50258654671448
ta,41.55948590717363,1.783872823321081,-161.32019218026173,188.11125804936268,-73.03325628882746,3.4162814335549947,3.4933689158694614
