c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
4.245429526775332,-1.1568700968714832e-09,0.019482923041500698,3.4697550338225702,2.77165097057698,-0.0030858158396851604,0.004097350339136499,14.004038199103501,13.989690211718687
