train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,12.264905428663997,4.307551579442494e-09,-0.09041717883012604,-0.08983357376658355,14.773615883439257,14.867453476895822
bible,5.717534164910552,1.079217326631112,-6.900344111275281e-09,-0.04880060771191794,12.442024204195757,12.294969185872391
