,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,,0.784353494644165,59.95274067161462,61.844560969725244,-28.97637033580731,0.23433333513774224,0.3009380250889322,0.35912732421338567,not F,not F
1,poly2,,0.77762371301651,60.03201108784532,61.92383138595594,-29.01600554392266,0.22561338083663862,0.24898651779167502,0.2993160399108359,not F,not F
2,poly3,,0.15545068681240082,59.74557158439408,61.6373918825047,-28.87278579219704,0.2566616476707615,0.0004519335217040378,0.01667320280458351,not F,X
3,exp,,0.5645409226417542,59.65776196060441,61.549582258715034,-28.828880980302205,0.26592801515202513,0.8083052748530879,0.8686143147104369,not F,not F
4,log,,0.07738090306520462,60.58351823742567,62.475338535536295,-29.291759118712836,0.16213415975329526,0.03702609307718305,0.019679546855840155,not F,X
5,power,,0.696761429309845,60.11944569167919,62.01126598978981,-29.059722845839595,0.21588012179854044,0.09318749553985799,0.1609725216813771,not F,not F
6,mult,,0.696761429309845,60.11944569167919,62.01126598978981,-29.059722845839595,0.21588012179854044,0.09318749553985799,0.1609725216813771,not F,not F
7,hybrid_mult,,0.7633795142173767,59.96502242711726,61.856842725227885,-28.98251121355863,0.23298876582407713,0.23914660629868212,0.29737190806641944,not F,not F
8,scaling,,0.6967623829841614,60.11944749011922,62.011267788229844,-29.05972374505961,0.21587992034243264,0.09318819687310576,0.1609736482055703,not F,not F
