,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,,0.019894970580935478,60.70262674001416,62.594447038124784,-29.35131337000708,-0.028176852913993855,0.14548820200595627,0.0005953055082422567,X,not F
1,poly2,,0.2829897701740265,59.92025832954225,61.81207862765287,-28.960129164771125,0.08055010467145007,0.01590737235522838,0.03282764512095337,not F,X
2,poly3,,0.147873193025589,59.93071010130297,61.822530399413594,-28.965355050651485,0.07917623919589101,0.0005473130606872374,0.01842320297262579,not F,X
3,exp,,0.019556326791644096,60.70512183609601,62.596942134206635,-29.352560918048006,-0.028543403956856395,0.14483121002011345,0.0005319400275400826,X,not F
4,log,,0.04322199523448944,60.779318089413295,62.67113838752392,-29.389659044706647,-0.03950339593368546,0.39127748899497733,0.18620901789242122,X,not F
5,power,,0.05285443365573883,60.84748767014229,62.739307968252916,-29.423743835071146,-0.049676064672515174,0.5006203704451592,0.2702151784848958,not F,not F
6,mult,,0.05285443365573883,60.84748767014229,62.739307968252916,-29.423743835071146,-0.049676064672515174,0.5006203704451592,0.2702151784848958,not F,not F
7,hybrid_mult,,0.028292730450630188,60.7785330435837,62.67035334169432,-29.38926652179185,-0.039386822784067244,0.21952006691575207,0.01599730406412161,X,not F
8,scaling,,0.052359677851200104,60.8227677201266,62.71458801823722,-29.4113838600633,-0.0459757536466745,0.948206470827182,0.9087660993182346,not F,not F
