,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,,0.4876018166542053,47.50507512869924,49.08859406715535,-22.75253756434962,-0.052519837048244034,0.45449318690468693,0.3395874760894639,not F,not F
1,poly2,,0.18972055613994598,47.65873460306331,49.24225354151942,-22.829367301531654,-0.07982290014508497,0.45766124308691986,0.15574546813303256,not F,not F
2,poly3,,0.1916806995868683,47.67519766782168,49.25871660627779,-22.83759883391084,-0.08278983440834575,0.47378920025078697,0.16486084222764993,not F,not F
3,exp,,0.44161272048950195,47.310288400011174,48.89380733846728,-22.655144200005587,-0.018899047501256927,0.7294002893403995,0.5886794870290526,not F,not F
4,log,,0.08016971498727798,47.15049431649352,48.73401325494963,-22.57524715824676,0.007878468973507857,0.24936648011216955,0.040307970702434255,not F,X
5,power,,0.2038922756910324,47.268273683875435,48.851792622331544,-22.634136841937718,-0.011789177442617982,0.2029789193216159,0.09244975839344698,not F,not F
6,mult,,0.2038922756910324,47.268273683875435,48.851792622331544,-22.634136841937718,-0.011789177442617982,0.2029789193216159,0.09244975839344698,not F,not F
7,hybrid_mult,,0.3671515882015228,47.39769034054386,48.98120927899997,-22.69884517027193,-0.03384997042295468,0.35864168665099205,0.26121211079561857,not F,not F
8,scaling,,0.13882702589035034,47.2924338401152,48.87595277857131,-22.6462169200576,-0.01587155526852113,0.19569813863299862,0.05055873366947489,not F,not F
