,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],1.2899625854847775e-16,[-1.0],9.978766901944582e-11,[-1.0],6.877929245369859e-10
kfold,[0.0],4.176268858247851e-16,[-0.5],0.18746916819903603,[-0.5],2.1493259044418034
