c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.3637312302778932,8.711221022043319e-05,-0.00032302638116885263,-4.618447749429319e-08,-4.692869950036364e-06,-0.10607616489388605,13.714259322959293,13.708418303280173
