train set,train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
gov,1,flores,15.349416452887208,4.805934490490388,0.6816997246327435,-0.6919077541466284,3.466183142144214,-0.26494400375170374,-1.081159757839213,4.133697378478453,1.0979127356750178,0.3300924748978453,1.0008824599436816,-5.955353784012174,-8.764236055440449,5.107392983159906,-4.110459683093169,-12.406530421239506,-5.255937624267907,-5.521112444778971,-3.2340670506319924,2.474079914562957e-05,0.6585615608421773
gov,1,bible,5.099646795247472,1.181665121337787,-0.23005609428207882,-0.607559637842273,-0.13449729503851546,-1.3551009260611377,-1.2953715532486756,1.3121023573059363,0.24804796466683876,-0.004163828943288449,1.1364813998482703,-1.354135223224335,-2.7176400257705375,2.2744008877452866,-0.2683184986386543,-2.5567671268944223,-7.513099030990463,-5.871125637279932,-3.2082176738926815,0.00012196352869886176,0.535898665269127
gov,1,gov,11.21344089284228,9.904230197278258,7.530581737746165,5.312432479723486,10.581594770796393,7.7276471757295155,5.05618680818224,12.579391892958101,9.936346130021644,6.841065268379698,-1.2844004554347508,-4.53513161667543,-4.179247772865064,-0.2199328561502662,-10.50998233903949,-19.770990410859472,27.33799267999564,17.790998127124055,9.173110046052152,4.996865403605881e-06,1.6871608511739935
gov,10,flores,33.157639449425915,5.7438621874893565,-3.628952085491397,-5.714972049076442,0.7516752178961942,-7.213975264195936,-7.24652107515609,-1.0421259740988547,-7.416571926074609,-6.518572377135629,8.589504967506429,-6.448957574124779,-14.531311122315335,16.096292263144363,0.7410315679622806,-13.07848015127136,-39.22739811217643,-31.438114224921044,-17.299385989085394,5.411742889707093e-08,2.8827104106546693
gov,10,bible,9.666592294128144,2.0174679407046288,-0.6807869314490339,-1.3540729959092193,0.5480283707262155,-1.7769613891656464,-1.87010992518592,1.3873837281755632,-0.5035505723551481,-0.6725097792713999,1.4097251143443508,-3.2606229829673117,-5.5573866236190455,4.254369590500125,-0.6166255832169876,-5.000510895073742,-10.084607967200261,-8.21922558587626,-4.543295648292163,2.1155076223231577e-06,0.7935283063428205
gov,10,gov,10.512290065904969,8.310587329352773,5.987920737414292,4.0936066682441705,8.031463945066898,5.360437925804305,3.3312971319163474,0.13078763590635692,-2.3533245159335268,-2.358793951550127,9.76145432371425,9.946680407663344,10.028166445553552,2.7042420383527763,-4.323020244485671,-10.647387772100773,16.013517379046867,9.947963215828882,5.041977839863739,4.842602356712478e-06,1.2208886384713082
gov,25,flores,38.00105747808187,6.633216768365277,-4.103807377026755,-6.504071985869886,0.5534488035132005,-8.571935233355546,-8.530326866121014,-1.0478162188541755,-8.397308099451372,-7.416967485484256,10.353043874623234,-6.828617941548268,-16.20022094819485,18.624193591857363,1.1848511658810554,-14.510540600414515,-46.56630035565714,-37.15657724079966,-20.42169677545341,5.143276653405285e-05,3.386518681839733
gov,25,bible,10.466400970000175,2.4019468418531207,-0.4977936882585862,-1.2681371687682326,0.7987627054516775,-1.7214049995679004,-1.8750093596618056,2.187449493678006,0.11693525561176472,-0.24386697313750544,1.2558781344790428,-3.840657578642167,-6.283206665617213,4.48973958668368,-0.8892581557415804,-5.73036499325507,-10.159910324351724,-8.367899251754979,-4.638344093433267,9.106601585715455e-07,0.8226979647699402
gov,25,gov,12.149051922604821,8.985565406483289,6.239470098757158,4.16770065749644,7.869197583257822,4.801241564987355,2.819115308346599,-1.805117469190323,-4.690738549007604,-4.21183162355501,13.123118729610935,13.535666763859943,13.2500488617071,3.5403608394759893,-4.207360106156995,-11.180359090984956,12.29517860493144,7.1487402390905155,3.5286783177652996,8.618907750789246e-05,1.1083753178182865
gov,50,flores,15.82028788393605,0.6926316795346291,-3.9841906674117866,-4.5903920082669805,5.071895322629544,1.2045714396746736,-0.022303408828171608,-7.878489304594856,-10.070304925765129,-7.562081147287216,-0.6495657268052154,-7.722831897225341,-9.963579839479095,8.910070292544823,2.6908562876688493,-2.906411353991759,6.328116576613839,2.5312416984129045,1.0124993101861692,1.3345744592212364e-06,3.527217792078776
gov,50,bible,3.244108621050862,-0.07884718454794895,-1.0599650793944997,-1.1423074143069618,0.9743756723729884,0.18354741636333016,-0.05058552235679926,-1.621687732487741,-2.03676849797299,-1.5097794271297698,-0.6180618281825164,-2.2557271374097394,-2.7463054397486566,1.9202271131852962,0.7287357528126263,-0.3436079011279916,1.2976438098196725,0.5190572800839177,0.2076229430539988,5.187106428859004e-06,0.8231412289903508
gov,50,gov,11.665670705431966,8.225743471640929,5.548612581718133,3.635738171806447,6.063099427974535,3.1343498404953043,1.6129038770151878,-3.588066165872421,-6.443420221148947,-5.544009218949214,15.55945343179313,16.443456095682908,15.718943477890809,4.599128600613502,-1.760791872869402,-7.484716389086081,4.666277888967638,1.8665114456980594,0.7465989561641025,4.954750808351121e-07,3.7984268971347466
bible,1,flores,3.4294306646378536,1.1473900664235945,0.23329879950846286,-0.08758734592361632,0.7560288624302837,-0.0770096083686186,-0.254500539211589,1.4089986747811598,0.7120628860198208,0.4144722921143572,0.0628695683979322,-1.5677113993564196,-2.2211652459437703,1.153562366381011,-0.8947196033998928,-2.7381731552572055,-1.333354450072593,-1.3448798237325352,-0.7814135073150876,5.4542334311235346e-05,0.16726065069681212
bible,1,bible,6.313591516706496,7.12430067504502,5.94272023219108,4.399692097020498,10.713455374954119,9.02925047641166,6.298283794519902,3.7587258217263,2.48503469747124,1.6142210104777421,-0.6071839139996683,-0.644018566547345,1.293616949678096,-2.061083596867299,-9.598411707170671,-16.38193380408102,36.28589960219488,24.642555407511505,12.895509083811683,5.996228422503816e-07,2.2058577660367367
