c0,c1,c2,c3,c4,c5,rmse,kfold rmse
5.276948625879158,-7.217890179166895e-09,-0.00468492376230487,-6.020884435706798e-06,-6.798369454769833e-05,-4.9339524975142615,13.940441637559738,14.007735362253435
