train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
gov,1,flores,289.8252296057146,-505.6465504281112,329.9956592497922,428.462460042732,-428.32712652926523,-624.11228579678,439.0536473361402,1.4421197950152714e-13,1.6544036745236795e-13
gov,1,bible,50.52176417014224,-42.18775411410733,-40.132733443679385,51.43569955574502,-45.222747610415,-101.07112036967908,75.69046563935369,1.1005315888363364e-12,6.719949330992973e-13
gov,1,gov,407.1002734125373,-999.9999999999995,968.151284881589,980.8821619010263,-999.9999999999997,-999.9999999999912,686.9277372052072,0.4400555783466579,0.4416096732124332
gov,10,flores,209.86218384375837,-189.15228185919653,-201.26590607887226,203.34317752113807,-194.88140722434574,-336.2600852156897,255.52329559209932,3.539365928370457e-14,5.6134000390269794e-14
gov,10,bible,91.30184775041121,-81.41728585202794,-42.961720338220594,105.48909958045286,-99.70178125242143,-192.5169288600153,138.9849788099768,1.1669939271513763e-12,4.550510348024049e-13
gov,10,gov,269.37805625653033,-491.3612805163229,491.7257224668049,408.08240808269346,-426.0467771924016,-624.3715623464592,470.51961868321166,1.0204393146541031e-13,2.968164178327786e-14
gov,25,flores,236.4621384037742,-222.45704392405457,-229.91047950402745,209.41139100666908,-197.65025848472524,-352.86157684238674,272.2499809794698,1.3487216683093795e-13,1.4483573175027337e-13
gov,25,bible,106.80479669871741,-92.56191424141406,-42.03367732535641,125.41817678313848,-117.70615769067295,-235.0194283546306,168.77615948056976,2.2723094964179023e-14,1.6817735186572494e-14
gov,25,gov,277.60501214415495,-508.7147671212783,479.46837364905537,435.2293223532657,-457.7080803939587,-635.5103217826805,489.6935161911903,2.3057084404723514e-13,6.363226582731759e-14
gov,50,flores,27.58594954468642,11.68131346217488,0.21501074899543782,-8.388373097640704,-13.062831466372465,-5.706922058661688,-18.150872629034048,5.708114865313252e-09,5.575971070890346e-09
gov,50,bible,5.460979352870952,6.4680570130812,-0.7368279586340146,-1.5773484474923747,-2.436119005132886,-4.87517193604167,-3.5162153467707973,5.692565615601244e-10,1.1560400031347465e-10
gov,50,gov,9.919945434831616,7.119640887269506,-3.48552610514723,-6.7206146856506885,-14.700035069281311,28.71565681365977,32.48306435159606,2.0870709168524635e-09,9.804095193777867e-10
bible,1,flores,55.73817734201514,-23.32898130569997,-22.713266114406043,56.73941260467536,-52.381958172776294,-151.75650254415135,108.88693321867282,7.932336288638752e-10,1.6353835878274803
bible,1,bible,371.74383459133986,-918.0792044563052,999.401489147778,954.079194806006,-999.9999560825174,-999.9996647381162,683.3414653788401,0.04450379772020601,9.07884821020575
bible,1,gov,36.77891680173807,-33.245945164022736,0.9939150603316506,57.452972097333536,-56.49682674947519,-97.20806583771348,68.5521436530782,2.8450791256929317e-10,1.0006933471104715
bible,10,flores,56.65037737189058,-44.34756911652129,-48.06628621665054,48.36011642275845,-42.1216612749483,-106.00460497567721,80.6453051038663,4.2210361045457886e-12,1.3262549469246117
bible,10,bible,531.664764515998,-880.4202198031965,940.7767213348411,150.0445297445065,-154.14061422275773,-996.5928135178251,738.4794787296146,2.51925867049712e-10,2.9652524912345766
bible,10,gov,42.45422389133632,-21.127807982101604,-41.505532231806825,103.90738503847425,-102.83649152013679,-130.89491406135355,91.99848543022914,1.0325316039486954e-09,1.7775600269108747
bible,25,flores,49.82896653969975,-43.237217791886586,-48.42085337702706,43.736767700372,-37.199957280025835,-82.87898245942168,63.529951024630826,7.674730143769531e-14,2.2091373859834496e-14
bible,25,bible,281.52091487425304,-545.586849043024,700.9362281011337,676.1966486522354,-722.0034249666816,-849.3694404048349,593.5905219933665,1.2829183109820824e-13,5.2214014291603906e-14
bible,25,gov,55.254017100623656,-45.101447686316035,-40.56826177329143,62.361372474673615,-57.37130159848372,-114.86413742700168,85.30534203054188,1.511478029421314e-14,6.050257117890426e-15
