model,pareto,rawlsian,ka,gu,hi,si,ta
linear,False,False,10.924003104720542,11.59218527844175,12.253307255903174,16.674754318766844,13.562826451103424
poly2,False,False,10.801010004761691,11.53183015670469,12.322457160869714,16.843064385747034,13.708441144892486
poly3,False,False,10.801006947846512,11.531829912803072,12.32778947869294,16.890756109862544,13.74969375471152
exp,False,False,10.982108397554288,11.612599164805491,12.360059565873778,16.865031491791107,13.71959564253111
log,True,True,10.774913268020525,11.50623233548852,12.126036099108394,16.465449019847778,13.416477488597968
power,False,False,10.803358629676072,11.512350520758764,12.134251089686758,16.535944314957685,13.46805729591804
hmult,False,False,11.36946797367906,11.85307075322378,12.616425533391258,16.94217116450547,13.81704620243172
scaling,False,False,10.785355394263416,11.508765232615968,12.143609065277694,16.545975577730392,13.477467451835857
