c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.746685910814929,-6.82640277727244e-10,-0.02918115125736695,1.042589030604452,0.0003476883914522076,3.0688881518282534,2.458871897453451,0.004777821746558457,0.03480133092170218,14.087615938661237,13.997216392171756
