c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
35.38995785079894,0.0517676254075599,-105.35026822323861,56.237124036007714,4.00221400481063,2.641330461548891,1.7055173733188633,3.754199021134176,2.2836804254001684,1.3426146320863284,1.9333462816429294,0.616511785112475,0.17537279084594706,2.3999006545163355,1.261768410707062,1.0465577152597136,0.5468991370259944,-4.2425398390757065,-8.55326842552221,6.833528898127836,4.0788228261973805,2.035560122379534,4.299974049649062,4.335078283293423
