train set size,test set,c0,c1,rmse,kfold rmse
1,flores,6.990576628137848e-17,-9.854511736725014e-17,3.7177950454536886,3.7177950454536886
1,bible,6.381773064272605,-2.589287028996554e-09,8.77759625333195,9.02345434541165
1,gov,7.385303402791641,-9.345202456585761e-10,9.945974313630927,9.759168892151587
10,flores,4.59558398499838,-8.994623269849119e-10,5.931083062817037,5.718086227076694
10,bible,12.358827322987151,-2.116342835603438e-09,13.31114637664722,13.629965614150711
10,gov,15.728925349646552,-1.44097259818469e-09,17.101843308580726,16.956049222096325
25,flores,5.986635695731176,-1.533022424739166e-09,6.9276737582479555,6.715967539206544
25,bible,14.62932868253322,-1.5562126289525685e-10,15.109052155530737,15.45020679673466
25,gov,17.53019200974479,6.829027302462888e-09,18.98939546072105,18.825758556561475
50,flores,11.696432443605175,-2.8756579924750525e-09,4.237277095655136,3.629162798704144
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.775544911124186,1.406072116167029e-08,5.918150368206997,5.598846625499557
