train set 1,train set 1 size,train set 2,test set,language to,c0,c1,rmse,loo rmse
gov,10,bible,bible,ka,17.845793123774097,0.01994547464521613,2.079182422828519,12.276558144544163
gov,10,bible,bible,gu,18.582324940219326,0.017735249896921622,1.9193050127708173,10.586329331727734
gov,10,bible,bible,hi,20.767853887759408,0.018723915311541595,2.250589242034831,12.772577819817995
gov,10,bible,bible,si,24.810809978816188,0.018321543272290425,3.164418566385355,18.62373892724263
gov,10,bible,bible,ta,18.796270071238503,0.021606524266641752,2.3511206051301197,14.573597075644432
gov,10,bible,gov,ka,1.886947011601299,0.013371527591993372,0.32268558312506923,1.9282161832538998
gov,10,bible,gov,gu,5.482166243236782,0.02434022444229494,1.6482329162559843,16.719241388273627
gov,10,bible,gov,hi,3.2004594014122953,0.02096955960261903,0.5574458498469828,3.8331280169578403
gov,10,bible,gov,si,2.994714204685727,0.0336966413499413,1.539275526888661,38.99732491205188
gov,10,bible,gov,ta,2.8830987547516904,0.037510410711875115,1.3252032217694367,29.34415730646099
gov,50,bible,flores,hi,3.111250798236966,0.010192724905168931,0.25697731047940986,1.1907680395768403
gov,50,bible,flores,si,1.4950103450584893,0.022370395319246228,0.3196329308136526,2.483780677016688
gov,50,bible,flores,ta,1.6814869250568485,0.02284159853363875,0.21352077059063349,1.3585318045499646
gov,50,bible,bible,hi,21.116601007692996,0.018238375588721725,2.1030150863585457,11.60536939167119
gov,50,bible,bible,si,25.740286058432694,0.017315557171236947,3.0054203816768803,16.961659741323118
gov,50,bible,bible,ta,19.53252465883683,0.019996853206831495,2.396110205021134,14.359965967309808
gov,50,bible,gov,hi,3.164902147446366,0.023425788486487093,0.5212553571383652,3.659922936200952
gov,50,bible,gov,si,2.8446664978758673,0.03273521951988942,1.4949992155980636,38.91377086950024
gov,50,bible,gov,ta,2.979044469504194,0.03625556858385708,1.3307451493055158,27.313735646398104
bible,25,gov,flores,ka,7.56651058983613,0.02800171994366656,1.9526407539157924,18.858541162802005
bible,25,gov,flores,gu,11.235934029623339,0.023310466174405225,2.3196454626462284,17.99739341225663
bible,25,gov,flores,hi,10.875661419138336,0.012465011672530382,2.593747830266686,7.8739161136851905
bible,25,gov,flores,si,7.398387482364709,0.011611753651754141,1.8482752740059987,5.774623571556709
bible,25,gov,flores,ta,5.517208029351786,0.015380902885720346,1.4282154359369477,5.401011360243287
bible,25,gov,bible,ka,3.0271006088467765,0.02275273962301058,0.9664771994797693,10.03320414959432
bible,25,gov,bible,gu,7.689188658619785,0.021298081346543932,1.6196648189662028,12.249366773045377
bible,25,gov,bible,hi,7.8036110434436905,0.010515535900929714,2.397170525753812,6.671138705406955
bible,25,gov,bible,si,6.267380434532441,0.015379569333581469,3.058424061794086,12.206807957522704
bible,25,gov,bible,ta,5.369831670576812,0.015048472790206591,2.2462714373176285,8.393779860201349
bible,25,gov,gov,ka,21.772176641561288,0.01966774938523579,3.1707132331817656,19.917975533041936
bible,25,gov,gov,gu,25.94983875009287,0.015713250946105182,2.8058460677958705,15.107662943199596
bible,25,gov,gov,hi,25.961974407514344,0.00769078831204744,4.131177031941852,10.37073939627209
bible,25,gov,gov,si,32.72550128186162,0.009498678893214145,6.244307343575419,17.60832487620616
bible,25,gov,gov,ta,27.871346000997562,0.008736763556212779,4.4447152618834345,12.165046816187568
bible,1,gov,flores,ka,4.762496406403218,0.04271002130055087,2.217558897768497,56.28652062122724
bible,1,gov,flores,gu,10.24916600579449,0.026151932344022202,2.3920105781544065,20.92369502822879
bible,1,gov,flores,hi,10.59710337367201,0.012603164987401357,2.6697883967073284,8.10634286639026
bible,1,gov,flores,si,6.78289067816348,0.012948292895648115,1.8146356909721526,5.784608803846567
bible,1,gov,flores,ta,5.016441574560482,0.016258016674464446,1.2715919813555185,4.7292667267659265
bible,1,gov,bible,ka,1.3501499380610702,0.02843089333268156,0.4576287413775718,5.604452416113911
bible,1,gov,bible,gu,7.421075174069256,0.013499586526752963,0.9515879881793248,5.161083407459033
bible,1,gov,bible,hi,7.772419103356183,0.004423062707557402,1.0155521470056115,2.212741865224834
bible,1,gov,bible,si,6.226106980236401,0.010824140826470883,1.8525953315859378,5.421584157030043
bible,1,gov,bible,ta,5.714464689090768,0.009580704479813905,1.2255777056955899,3.19570315690562
bible,1,gov,gov,ka,16.394352805345317,0.030875978848754645,5.078818035829863,59.79835608318409
bible,1,gov,gov,gu,24.450080442037176,0.018061216333711213,3.0960916188275216,18.101559497204864
bible,1,gov,gov,hi,25.663584081365087,0.008037167370059394,4.197342105907781,10.701225326845115
bible,1,gov,gov,si,31.42015635240133,0.010245500300152493,6.543134971759574,18.628909869017193
bible,1,gov,gov,ta,26.620996843641397,0.00936781442587917,4.736466699347788,13.227075973345755
bible,10,gov,flores,ka,7.134057450748366,0.0292911736661112,1.9976266969650045,20.97992818134427
bible,10,gov,flores,gu,10.866227912101882,0.024428623083323102,2.3357874188559684,18.890695042752277
bible,10,gov,flores,hi,10.889651718762016,0.012005608369283292,2.535019483104855,7.372229118387073
bible,10,gov,flores,si,6.893642520078735,0.012630140899449966,1.7641032932870986,5.705887723924958
bible,10,gov,flores,ta,5.394213295152784,0.015637551113128076,1.462084632272853,5.317527997646007
bible,10,gov,bible,ka,2.2838213687529114,0.02988163616825967,0.6984967920618507,7.97907164894352
bible,10,gov,bible,gu,7.483680498512946,0.020098085213931523,1.5150290174906622,10.989358835808897
bible,10,gov,bible,hi,7.7760395736524055,0.0095142287478178,2.2499166277403733,5.656083635726897
bible,10,gov,bible,si,6.147964200661382,0.01481632459163423,2.923284144143228,11.527815720014145
bible,10,gov,bible,ta,5.351561232033505,0.01361368542975829,2.0318019495775506,6.289360058336082
bible,10,gov,gov,ka,20.820731341243416,0.02124581934087808,3.297658519908984,21.945031054971757
bible,10,gov,gov,gu,25.368195504364493,0.016690577359292604,3.0236074819069074,16.973604174022295
bible,10,gov,gov,hi,25.69517191001935,0.008019778264169612,4.156657910133117,10.765522864913606
bible,10,gov,gov,si,32.268473895723204,0.009719266128499148,6.251583014584703,17.45511352254535
bible,10,gov,gov,ta,27.504529909754083,0.00891840566566935,4.59089699456047,12.439166480193846
