language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2",rmse,kfold rmse
ka,27.39708907055768,40.9132839722799,-34.1678972417481,-29.210839178530748,-74.27048955696466,24.193295310833943,3.984500988591797,4.069108643544185
gu,24.36267737100384,30.1832200182244,-22.933284866771984,-19.905668679529224,-0.40063640581022514,-95.17724525025764,4.26516178198842,4.364546360546745
hi,33.021917143742066,34.98208307798931,-63.66138422145513,38.15096194950135,-67.08225169085654,-3.7821852786250045,3.1002297439904285,3.227690533015057
si,55.0653958301951,27.46866556205315,-46.10006636752391,27.174614944332074,-199.38126487019176,171.6713611314172,2.8819015687827574,2.9877364727323688
ta,39.51336387021597,28.456807183242184,-51.06681516616274,31.60097398737897,-137.11189707670923,109.40171137205544,3.3269688259708943,3.485648353532855
