test set,language to,c0,c1,rmse,kfold rmse
flores,ka,1.356104550024381,2.197187682704147,4.543228192364089,4.755969943975411
flores,gu,4.840942519246361,2.2597595509661335,6.083432539022056,6.4084366496668475
flores,hi,3.0991224438055376,2.798816442395894,5.657920154513037,5.833197843039214
flores,si,1.658041633607002,1.9420805753335089,3.610528031696464,3.7177623911792916
flores,ta,1.0002637377693788,1.808642867264302,2.864656842796312,2.9511725097315407
bible,ka,6.261094771225232,2.719699609327215,10.596676819693993,11.18626156439654
bible,gu,9.197496281475598,2.3014755515137555,9.994748337834693,10.596930031042119
bible,hi,11.558662154757656,0.5776934350862271,12.268863140386024,12.725510536627471
bible,si,13.1939794198786,0.36055953346720215,15.795950849187955,16.360849882230646
bible,ta,10.047324616811638,0.529506220700054,12.501411666559457,12.935371138752165
gov,ka,6.303315608832323,3.710983989540201,13.368402002478193,14.045920672085948
gov,gu,11.864944471783781,2.6904417873516455,14.984709206858774,15.880805368915505
gov,hi,8.555828239355447,4.591069963945702,14.005686095504672,14.480340775758133
gov,si,8.541500372791749,6.811091448954927,18.692679683972568,19.286615493726153
gov,ta,7.893757975700261,5.3289196236013385,15.567628990731503,16.08280377148827
